provincia,municipi,poblacio,marca,direccio,horari,gasoleo_a,gasolina_95,url
barcelona,vilafranca-del-penedes,VILAFRANCA DEL PENEDES,PLENERGY,"CARRER PLA DEL VIVER, 4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-plenergy-carrer-pla-del-viver-4-en-el-municipio-vilafranca-del-penedes
barcelona,vilafranca-del-penedes,VILAFRANCA DEL PENEDES,CEPSA,"CARRETERA N-340 KM. 1213,7",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-carretera-n-340-km.-12137-en-el-municipio-vilafranca-del-penedes
barcelona,igualada,IGUALADA,REPSOL,"AVENIDA EUROPA, 26",L-D: 07:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-europa-26-en-el-municipio-igualada
barcelona,igualada,IGUALADA,CARREFOUR,"AVENIDA PAISES CATALANES, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-avenida-paises-catalanes-sn-en-el-municipio-igualada
barcelona,igualada,IGUALADA,FER PREU JUST,"CALLE ALEMANYA, 3",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-fer-preu-just-calle-alemanya-3-en-el-municipio-igualada
barcelona,igualada,IGUALADA,BY ENERGY,"CALLE PRAT DE LA RIBA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-by-energy-calle-prat-de-la-riba-sn-en-el-municipio-igualada
barcelona,igualada,IGUALADA,MEROIL (FER PREU JUST),"CALLE ALEMANYA, 30",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil-fer-preu-just-calle-alemanya-30-en-el-municipio-igualada
barcelona,igualada,IGUALADA,REPSOL,"AVENIDA MESTRE MUNTAMER, 56",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-mestre-muntamer-56-en-el-municipio-igualada
barcelona,igualada,IGUALADA,ESCLATOIL,"AVENIDA AVINGUDA MESTRE MUNTANER CANTONADA CARRER LLEIDA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-avenida-avinguda-mestre-muntaner-cantonada-carrer-lleida-sn-en-el-municipio-igualada
barcelona,igualada,IGUALADA,PETROMIRALLES,"CALLE GUIMARAES, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromiralles-calle-guimaraes-sn-en-el-municipio-igualada
barcelona,igualada,IGUALADA,PETROMIRALLES,"CALLE EL REC CANTONADA JOAN MERCADER, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromiralles-calle-el-rec-cantonada-joan-mercader-sn-en-el-municipio-igualada
barcelona,igualada,IGUALADA,"MEROIL, S.L.","AVINGUDA MESTRE MUNTANER,",L-D: 06:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil-s.l.-avinguda-mestre-muntaner--en-el-municipio-igualada
barcelona,igualada,IGUALADA,REPSOL,"AVINGUDA MONTSERRAT, 2",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avinguda-montserrat-2-en-el-municipio-igualada
barcelona,igualada,IGUALADA,PETRONOR,"AVINGUDA ANGEL GUIMERA, 15",L-D: 08:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-avinguda-angel-guimera-15-en-el-municipio-igualada
barcelona,igualada,IGUALADA,HAM IGUALADA,"AVENIDA EUROPA, 26",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ham-igualada-avenida-europa-26-en-el-municipio-igualada
barcelona,igualada,IGUALADA,MESTRANS,"CALLE PORTUGAL, 4",L-V: 08:00-20:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-mestrans-calle-portugal-4-en-el-municipio-igualada
barcelona,ripollet,RIPOLLET,BP RECA,"CALLE INDUSTRIA, S/N",L-D: 06:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-reca-calle-industria-sn-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,BONAREA,"CALLE SANT JAUME, 80",L: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonarea-calle-sant-jaume-80-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,REPSOL,"CARRETERA SANTIGA KM. 0,430",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-santiga-km.-0430-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,NUROIL,"CALLE BALMES, 34",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nuroil-calle-balmes-34-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,PETROPRIX,"CALLE PABLO PICASSO, 11",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-calle-pablo-picasso-11-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,GALP,CARRETERA N-150 BARCELONA-SABADELL KM. 286,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-carretera-n-150-barcelona-sabadell-km.-286-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,GALP,"CALLE TARRAGONA, 15-19 ESQ.CALLE BALMES, 15",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-calle-tarragona-15-19-esq.calle-balmes-15-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,PETROCAT DIRECTE,"CARRETERA BARCELONA KM. 6,7",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-directe-carretera-barcelona-km.-67-en-el-municipio-ripollet
barcelona,ripollet,RIPOLLET,"APARCEMIENTO DE CAMIONES RIPOLLET, SCCL","CALLE ISAAC ALBENIZ, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-aparcemiento-de-camiones-ripollet-sccl-calle-isaac-albeniz-sn-en-el-municipio-ripollet
barcelona,sant-adria-de-besos,SANT ADRIA DE BESOS,REPSOL,"CALLE GUIPUZCOA ESQ PEDRO IV, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-guipuzcoa-esq-pedro-iv-sn-en-el-municipio-sant-adria-de-besos
barcelona,sant-adria-de-besos,SANT ADRIA DE BESOS,GALP,"C/TORRASSA, 87-95",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp--ctorrassa-87-95-en-el-municipio-sant-adria-de-besos
barcelona,sant-adria-de-besos,SANT ADRIA DE BESOS,CEPSA,"CALLE LLULL ESQ EDUAR MARISTANY, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-calle-llull-esq-eduar-maristany-sn-en-el-municipio-sant-adria-de-besos
barcelona,sant-adria-de-besos,SANT ADRIA DE BESOS,MEROIL,"CALLE CARRETERA DE MATARO, 10",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil-calle-carretera-de-mataro-10-en-el-municipio-sant-adria-de-besos
barcelona,sant-adria-de-besos,SANT ADRIA DE BESOS,ALCAMPO,"AVENIDA DE LA PLAYA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-alcampo-avenida-de-la-playa-sn-en-el-municipio-sant-adria-de-besos
barcelona,sant-adria-de-besos,SANT ADRIA DE BESOS,GALP,"CALLE GUIPUZCOA, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-calle-guipuzcoa-sn-en-el-municipio-sant-adria-de-besos
barcelona,montcada-i-reixac,CAN CUIAS,BP PORTAL DEL VALLES IZDA.,"CR C-58 TARR.-BARCEL. IZ. KM 2,8",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-portal-del-valles-izda.-cr-c-58-tarr.-barcel.-iz.-km--28-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,REPSOL,CARRETERA SANT ADRIA ROCA KM. 7,L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-sant-adria--roca-km.-7-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,CAN CUIAS,BP PORTAL DEL VALLES DCHA.,"CR A-18 BARC.-TARR.DCHA. KM 2,8",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-portal-del-valles-dcha.-cr-a-18-barc.-tarr.dcha.-km--28-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,PETROLOWCOST,"CALLE CAN MILANS, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrolowcost-calle-can-milans-1-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,REPSOL,"CARRETERA N-152 KM. 11,9",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-n-152-km.-119-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,REPSOL,"AUTOVIA A-17 KM. 5,2",L-D: 07:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autovia-a-17-km.-52-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,CAN CUIAS,REPSOL,"AUTOPISTA C- 33 KM. 82,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autopista-c--33-km.-825-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,CEPSA,"AVINGUDA LA FERRERIA ESQ/ TRABAJO, S/N",L-V: 06:30-22:30; S: 08:00-20:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-avinguda-la-ferreria-esq-trabajo-sn-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,CEPSA,"POLIGONO INDUSTRIAL HERMES, 4",L-V: 06:00-21:00; S: 07:00-15:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-poligono-industrial-hermes-4-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,GM OIL,"AVENIDA LA FERRERIA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gm-oil-avenida-la-ferreria-sn-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,REPSOL,"CARRETERA C-17 KM. 1,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-17-km.-15-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,CONDIS,"CALLE FRESSER, 21",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-condis-calle-fresser-21-en-el-municipio-montcada-i-reixac
barcelona,montcada-i-reixac,MONTCADA CENTRE,COUSO,"CALLE TORRENT DE CAN PAYÀS, 17",L-D: 07:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-couso-calle-torrent-de-can-payas-17-en-el-municipio-montcada-i-reixac
barcelona,sant-joan-despi,SANT JOAN DESPI,MUXU,"AVENIDA 11 DE SETEMBRE, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-muxu-avenida-11-de-setembre-1-en-el-municipio-sant-joan-despi
barcelona,sant-joan-despi,SANT JOAN DESPI,SHELL,"AVENIDA BAIX LLOBREGAT, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-avenida-baix-llobregat-sn-en-el-municipio-sant-joan-despi
barcelona,sant-joan-despi,SANT JOAN DESPI,MEROIL,"AVENIDA BARCELONA, 41,43",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil---avenida-barcelona-4143-en-el-municipio-sant-joan-despi
barcelona,sant-joan-despi,SANT JOAN DESPI,PETROCAT,"CR BV-2001, 2.1 (BV-2001 km 2,1)",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-cr-bv-2001-2.1-bv-2001-km-21-en-el-municipio-sant-joan-despi
barcelona,sant-joan-despi,SANT JOAN DESPI,REPSOL,"AVENIDA BARCELONA, 28",L-V: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-barcelona-28-en-el-municipio-sant-joan-despi
barcelona,sant-joan-despi,SANT JOAN DESPI,3 PUNT TRES,"MOSSEN JACINTO VERDAGUER, 83-85",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-3-punt-tres-mossen-jacinto-verdaguer-83-85-en-el-municipio-sant-joan-despi
barcelona,barbera-del-valles,BARBERA DEL VALLES,BENZOIL,"CARRER GORCS LLADÓ, 96",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-benzoil-carrer-gorcs-llado-96-en-el-municipio-barbera-del-valles
barcelona,barbera-del-valles,BARBERA DEL VALLES,BALLENOIL,"RONDA INDUSTRIA, 38",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-ronda-industria-38-en-el-municipio-barbera-del-valles
barcelona,barbera-del-valles,BARBERA DEL VALLES,PETROLOWCOST,"CARRER ARQUIMEDES, 19",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrolowcost-carrer-arquimedes-19-en-el-municipio-barbera-del-valles
barcelona,barbera-del-valles,BARBERA DEL VALLES,REPSOL,"CARRETERA N-150 KM. 8,6",L-D: 07:00-00:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-n-150-km.-86-en-el-municipio-barbera-del-valles
barcelona,barbera-del-valles,BARBERA DEL VALLES,BP SANTIGA,"CR DE RIPOLLET A SANTIGA KM 2,4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera--bp-santiga-cr-de-ripollet-a-santiga-km--24-en-el-municipio-barbera-del-valles
barcelona,barbera-del-valles,BARBERA DEL VALLES,REPSOL,"CL RONDA SANTA MARIA ,202-210 (ESQ.",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cl-ronda-santa-maria-202-210-esq.-en-el-municipio-barbera-del-valles
barcelona,barbera-del-valles,BARBERA DEL VALLES,BONOIL,"CALLE JUAN DE LA CIERVA, 42",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bonoil-calle-juan-de-la-cierva-42-en-el-municipio-barbera-del-valles
barcelona,sant-pere-de-ribes,ROQUETES (LES),ESCLATOIL,"RAMBLA GARRAF, DEL, 4,12",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-rambla-garraf-del-412-en-el-municipio-sant-pere-de-ribes
barcelona,sant-pere-de-ribes,SANT PERE DE RIBES,Q8,"CALLE URGELL, S/N",L-S: 07:00-22:00; D: 08:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8-calle-urgell-sn-en-el-municipio-sant-pere-de-ribes
barcelona,sant-pere-de-ribes,SANT PERE DE RIBES,REPSOL,CARRETERA B-211 KM. 8,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-b-211-km.-8-en-el-municipio-sant-pere-de-ribes
barcelona,sant-pere-de-ribes,SANT PERE DE RIBES,LOWCOSTFUEL,"RAMBLA DEL GARRAF, 68",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-lowcostfuel-rambla-del-garraf-68-en-el-municipio-sant-pere-de-ribes
barcelona,sitges,SITGES,REPSOL,"CR C-31, 164,38",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-c-31-16438-en-el-municipio-sitges
barcelona,sitges,SITGES,NIEVES,"AVENIDA CAMI PLA, 8",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-avenida-cami-pla-8-en-el-municipio-sitges
barcelona,sitges,SITGES,Q8,"EIX 2 PARCELA 12-14 - POL.IND. MAS ALBA,",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8--eix-2-parcela-12-14---pol.ind.-mas-alba--en-el-municipio-sitges
barcelona,sant-vicen-dels-horts,SANT VICENÇ DELS HORTS,PETROMIRALLES,"CALLE A, 31",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromiralles-calle-a-31-en-el-municipio-sant-vicen-dels-horts
barcelona,sant-vicen-dels-horts,SANT VICENÇ DELS HORTS,REPSOL,CARRETERA TORRELLAS 68 KM.,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-torrellas-68-km.--en-el-municipio-sant-vicen-dels-horts
barcelona,sant-vicen-dels-horts,SANT VICENÇ DELS HORTS,BP JORDAN,"CALLE LLAVEROL ESQ CRTA C-2005, 0",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-jordan-calle-llaverol-esq-crta-c-2005-0-en-el-municipio-sant-vicen-dels-horts
barcelona,sant-vicen-dels-horts,SANT VICENÇ DELS HORTS,REPSOL,CARRETERA BV-2002 KM. 2800,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-bv-2002-km.-2800-en-el-municipio-sant-vicen-dels-horts
barcelona,sant-vicen-dels-horts,SANT VICENÇ DELS HORTS,PANDORA BIOENERGY SL,CARRETERA N-340 KM. 1243,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-pandora-bioenergy-sl-carretera-n-340-km.-1243-en-el-municipio-sant-vicen-dels-horts
barcelona,sant-vicen-dels-horts,SANT VICENÇ DELS HORTS,EXPRESS,CARRETERA TORRELLES KM. 28,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-express-carretera-torrelles-km.-28-en-el-municipio-sant-vicen-dels-horts
barcelona,sant-vicen-dels-horts,SANT VICENÇ DELS HORTS,PANDORA ENERGY,"CALLE BARCELONA, 298",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-pandora-energy-calle-barcelona-298-en-el-municipio-sant-vicen-dels-horts
barcelona,premia-de-mar,PREMIA DE MAR,GASUIR,"CARRER TORRENT MALET, 17",L-D: 00:00-23:59,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasuir-carrer-torrent-malet-17-en-el-municipio-premia-de-mar
barcelona,martorell,MARTORELL,PETROPRIX,"AVENIDA COMTE DE LLOBREGAT, 4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-avenida-comte-de-llobregat-4-en-el-municipio-martorell
barcelona,martorell,MARTORELL,REPSOL,"CL PAU CLARIS, 13",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cl-pau-claris-13-en-el-municipio-martorell
barcelona,martorell,MARTORELL,MOEVE,"CR N-2, 591,3",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-cr-n-2-5913-en-el-municipio-martorell
barcelona,martorell,MARTORELL,PETRONOR,"CARRETERA N-2 KM. 593,5",L-V: 06:00-21:00; S: 08:00-13:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carretera-n-2-km.-5935-en-el-municipio-martorell
barcelona,martorell,MARTORELL,CARREFOUR,CARRETERA NACIONAL II KM. 588,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-carretera-nacional-ii-km.-588-en-el-municipio-martorell
barcelona,martorell,MARTORELL,NIEVES,"AVENIDA COMTE LLOBREGAT, 107",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-avenida-comte-llobregat-107-en-el-municipio-martorell
barcelona,martorell,MARTORELL,PETROLOWCOST SL,"AVINGUDA COMPTE DEL LLOBREGAT, 35",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrolowcost-sl-avinguda-compte-del-llobregat-35-en-el-municipio-martorell
barcelona,sant-andreu-de-la-barca,SANT ANDREU DE LA BARCA,PETROMIRALLES,CARRETERA NACIONAL II KM. 593,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petromiralles-carretera-nacional-ii-km.-593-en-el-municipio-sant-andreu-de-la-barca
barcelona,sant-andreu-de-la-barca,SANT ANDREU DE LA BARCA,PETROCAT DIRECTE,"CALLE MEXICO, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petrocat-directe-calle-mexico-sn-en-el-municipio-sant-andreu-de-la-barca
barcelona,sant-andreu-de-la-barca,SANT ANDREU DE LA BARCA,NIEVES,"CALLE CARRETERA DE MARTORELL, 24",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-nieves-calle-carretera-de-martorell-24-en-el-municipio-sant-andreu-de-la-barca
barcelona,sant-andreu-de-la-barca,SANT ANDREU DE LA BARCA,Q8,CARRETERA CTRA NACIONAL II (SECTOR 21) PARKING C. COMERCIAL ATRIUM KM.,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8-carretera-ctra-nacional-ii-sector-21-parking-c.-comercial-atrium-km.--en-el-municipio-sant-andreu-de-la-barca
barcelona,pineda-de-mar,PINEDA DE MAR,ESSER,"CALLE LLEBEIG, 1",L-D: 08:00-20:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esser-calle-llebeig-1-en-el-municipio-pineda-de-mar
barcelona,pineda-de-mar,PINEDA DE MAR,CEPSA,"CALLE GARBI, 123/125",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-calle-garbi-123125-en-el-municipio-pineda-de-mar
barcelona,pineda-de-mar,PINEDA DE MAR,E.S. PINEDA DE MAR,CARRETERA N-II KM. 671,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-e.s.-pineda-de-mar-carretera-n-ii-km.-671-en-el-municipio-pineda-de-mar
barcelona,pineda-de-mar,PINEDA DE MAR,TAMOIL,"CALLE CALLE GARBI, 190/194",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-tamoil-calle-calle-garbi-190194-en-el-municipio-pineda-de-mar
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,REPSOL,"POLIGONO CIM VALLÉS, PARCELA 13, SN",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-poligono-cim-valles-parcela-13-sn-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTIGA,SHELL,"CALLE PARAIRES, 2",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-calle-paraires-2-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,LOWCOSTFUEL,"CALLE CATALUNYA, 33",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-lowcostfuel-calle-catalunya-33-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,REPSOL,"CALLE LAS PALMAS, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-las-palmas-sn-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,SHELL,"CALLE CAN VINYALETS, 21",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-calle-can-vinyalets-21-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,BP SANTA PERPETUA,"AVENIDA MOSSÈN JACINT VERDAGUER, 1",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-santa-perpetua-avenida-mossen-jacint-verdaguer-1-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,BALLENOIL,"CARRETERA B-140 KM. 5,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-carretera-b-140-km.-55-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,BALLENOIL,"CARRETERA N-152A KM. 15,1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-carretera-n-152a-km.-151-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,ESCLATOIL,"AVENIDA TRES, 64",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-avenida-tres-64-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,REPSOL,CR AUTOPISTA AP-7 KM 144.1,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-autopista-ap-7--km-144.1-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,CEPSA,AUTOPISTA AP-7 KM. 144,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-autopista-ap-7-km.-144-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,MOEVE,"CARRETERA C-59 KM. 1,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-carretera-c-59-km.-15-en-el-municipio-santa-perpetua-de-mogoda
barcelona,santa-perpetua-de-mogoda,SANTA PERPETUA DE MOGODA,MARINÉ,"CALLE GUIFRÉ EL PILÓS, 10",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-marine-calle-guifre-el-pilos-10-en-el-municipio-santa-perpetua-de-mogoda
barcelona,molins-de-rei,MOLINS DE REI,SHELL,CARRETERA N-340 KM. 1246,L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-carretera-n-340-km.-1246-en-el-municipio-molins-de-rei
barcelona,molins-de-rei,MOLINS DE REI,MEROIL,"CALLE AVDA. BARCELONA, 222",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-meroil-calle-avda.-barcelona-222-en-el-municipio-molins-de-rei
barcelona,molins-de-rei,MOLINS DE REI,REPSOL,"AVENIDA CALDES, 18",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-caldes-18-en-el-municipio-molins-de-rei
barcelona,molins-de-rei,MOLINS DE REI,REPSOL,"AUTOPISTA AP-2 KM. 8,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autopista-ap-2-km.-85-en-el-municipio-molins-de-rei
