provincia,municipi,poblacio,marca,direccio,horari,gasoleo_a,gasolina_95,url
girona,roses,SANTA FAZ,REPSOL,"CARRETERA 112,6 KM. N-332",L-D: 06:30-22:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-1126-km.-n-332-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,PLENERGY,"CALLE ANTONIO RAMOS CARRATALÁ, 26",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-plenergy-calle-antonio-ramos-carratala-26-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,AVANZA ENERGY,"VIAL FLORA DE ESPAÑA, 28",L-D: 06:30-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-avanza-energy-vial-flora-de-espaa-28-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,GOTETA,"AVENIDA DENIA, 60",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-goteta-avenida-denia-60-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,GALP,"AVENIDA RAMÓN GÓMEZ SEMPERE, 4",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-avenida-ramon-gomez-sempere-4-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,GALP,Rosa de los Vientos (esq. Camino Viejo de Elche),L-V: 06:00-22:00; S-D: 06:00-14:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-rosa-de-los-vientos-esq.-camino-viejo-de-elche-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,GALP,"N-330-P.K. 409,1 P.I. El Espartal",L-V: 06:00-22:00; S: 06:00-14:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-n-330-p.k.-4091-p.i.-el-espartal-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,BALLENOIL,"AVENIDA GASTON CASTELLO, 58",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-avenida-gaston-castello-58-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,ALCAMPO,"AVENIDA ANTONIO RAMOS CARRATALA, 56",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-alcampo-avenida-antonio-ramos-carratala-56-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,PLENERGY,"AVENIDA NOVELDA, 74",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-plenergy-avenida-novelda-74-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,PETROPRIX,"AVENIDA NOVELDA, 216",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-avenida-novelda-216-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,REPSOL,"AVENIDA JIJONA, 88",L-S: 06:30-22:30; D: 07:00-22:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-jijona-88-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,GM OIL,"CALLE JATIVA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gm-oil-calle-jativa-sn-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,REPSOL,"AVENIDA DE LA UNIVERSIDAD, SN",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-de-la-universidad-sn-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,SHELL,"AVENIDA UNIVERSIDAD, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-avenida-universidad-sn-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,REPSOL,CARRETERA A-214 KM. 5,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-a-214-km.-5-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,MOEVE,"AVDA. DE LA CONDOMINA, 47 (C-190 km 3,7)",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-avda.-de-la-condomina-47-c-190-km-37-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,AVANZA LOW COST,"CALLE MUSICO JOSE TORREGROSA, 33",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-avanza-low-cost-calle-musico-jose-torregrosa-33-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,PLENERGY,"AVENIDA DENIA, 0",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-plenergy-avenida-denia-0-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,VCC ALICANTE,"AVENIDA NOVELDA, 204",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-vcc-alicante--avenida-novelda-204-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,AVANZA ENERGY,"POLIGONO PLA VALLONGA CALLE 8, PARCELA 15",L-V: 06:00-21:30; S: 07:00-15:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-avanza-energy-poligono-pla-vallonga-calle-8-parcela-15-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,REPSOL,"AVENIDA PADRE ESPLÁ, 36",L-V: 07:30-21:00; S: 08:00-15:00; D: 09:30-14:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-padre-espla-36-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,PETROPRIX,"AVENIDA ELCHE, 150",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroprix-avenida-elche-150-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,MOEVE,"AVENIDA ELCHE (N-332 P.K. 102), 16",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-avenida-elche-n-332-p.k.-102-16-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,CEPSA,"CARRETERA N-330A KM. 407,7",L-V: 05:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-carretera-n-330a-km.-4077-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,BALLENOIL,"CALLE OCAÑA, 16",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-calle-ocaa-16-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,REPSOL,"CALLE FORTUNY, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-fortuny-sn-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,CONFORT AUTO,"AVENIDA NEPTUNO, 4",L-V: 06:00-22:00; S: 07:00-15:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-confort-auto-avenida-neptuno-4-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,PETRONOR,CARRETERA N-330 KM. 409,L-D: 06:30-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carretera-n-330-km.-409-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,REPSOL,CARRETERA MADRID ESQ.RIO JUCAR KM. 19,L-V: 06:00-22:00; S-D: 07:00-21:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-madrid-esq.rio-jucar-km.-19-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,SHELL,"AVDA. ORIHUELA, S/N - ESQUINA VIA PARQUE",L-D: 06:00-00:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-avda.-orihuela-sn---esquina-via-parque-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,BP REJAS VERDES,"AVENIDA PINTOR GASTON CASTELLO, 1",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-rejas-verdes-avenida-pintor-gaston-castello-1-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,TAMOIL,"CALLE ARTES GRAFICAS, 89",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-tamoil-calle-artes-graficas-89-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,REPSOL,"AVENIDA NOVELDA, 179",L-D: 07:00-00:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-novelda-179-en-el-municipio-roses
girona,roses,MORALET,AQUAVEL,"CARRETERA CV 820 KM. 1,4",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-aquavel-carretera-cv-820-km.-14-en-el-municipio-roses
girona,roses,MORALET,REPSOL,"CARRETERA CV 820 KM. 1,3",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-cv-820-km.-13-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,ATALAYAS,"CALLE DEL RUBLO PARC R75, 75",L-V: 06:00-22:00; S: 07:00-14:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-atalayas-calle-del-rublo-parc-r75-75-en-el-municipio-roses
girona,roses,BACAROT (EL),MOEVE,"POLIGONO ZONA INDUSTRIAL A, POLIGONO B, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-poligono-zona-industrial-a-poligono-b-sn-en-el-municipio-roses
girona,roses,FONT-CALENT,PETRONOR,CARRETERA N-330 A KM. 401,L-V: 07:00-21:00; S: 08:00-14:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carretera-n-330-a-km.-401-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,AVANZA ENERGY,CARRETERA OCAÑA KM. 7,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-avanza-energy-carretera-ocaa-km.-7-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,MOEVE,"AVENIDA ALCALDE LORENZO CARBONELL, 71",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-moeve-avenida-alcalde-lorenzo-carbonell-71-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,CARREFOUR,"CALLE ALCALDE LORENZO CARBONELL, S/N ESQUINA VIA PARQUE, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-carrefour-calle-alcalde-lorenzo-carbonell-sn-esquina-via-parque-sn-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,BP VISTAHERMOSA,"AVENIDA DENIA, 150",L-D: 07:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-vistahermosa--avenida-denia-150-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,GALP,"VIAL CONEXION N-332 Y A-7, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-vial-conexion-n-332-y-a-7-sn-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,BP SANDOVAL MD,"AVENIDA DENIA, 80",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-sandoval-md-avenida-denia-80-en-el-municipio-roses
girona,roses,SANTA FAZ,E.S. SANTA FAZ,"AVENIDA DE DENIA, 183",L-D: 06:30-22:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-e.s.-santa-faz-avenida-de-denia-183-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,ALSA,"CALLE COMUNICACIONES, DE LAS, 10",L-D: 08:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-alsa-calle-comunicaciones-de-las-10-en-el-municipio-roses
girona,roses,ALICANTE/ALACANT,AGRICOOP,"CARRETERA BACAROT, 4 KM.",L-V: 08:00-14:00 y 16:00-18:00; S: 08:00-12:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-agricoop-carretera-bacarot-4-km.--en-el-municipio-roses
girona,banyoles,BANYOLES,CONDIS,"PASEO DE LA FARGA, 0",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-condis-paseo-de-la-farga-0-en-el-municipio-banyoles
girona,banyoles,BANYOLES,ESCLATOIL,"CALLE DE LA BASSA DEL CANEM, 22",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-calle-de-la-bassa-del-canem-22-en-el-municipio-banyoles
girona,banyoles,BANYOLES,AVIA,"RONDA CANALETA, 63",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-avia-ronda-canaleta-63-en-el-municipio-banyoles
girona,banyoles,BANYOLES,POSTE DE MATA,"CRTA. C-150 km 16,630",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-poste-de-mata-crta.-c-150-km-16630-en-el-municipio-banyoles
girona,banyoles,BANYOLES,POSTE DE MATA,"CRTA. C-150 km 16,700",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-poste-de-mata-crta.-c-150-km-16700-en-el-municipio-banyoles
girona,banyoles,BANYOLES,REPSOL,"CL ALFONSO XII, 161",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cl-alfonso-xii-161-en-el-municipio-banyoles
girona,palamos,PALAMOS,GM OIL PALAMÓS,"CARRER RAFEL SAVALLS, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gm-oil-palamos-carrer-rafel-savalls-1-en-el-municipio-palamos
girona,palamos,PALAMOS,REPSOL,"CARRETERA C-31 KM. 327,000",L-D: 00:00-23:59,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-31-km.-327000-en-el-municipio-palamos
girona,palamos,PALAMOS,ESCLATOIL,"CAMINO PLÀ DEL LLOP (DEL), 2",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-camino-pla-del-llop-del-2-en-el-municipio-palamos
girona,palamos,PALAMOS,GALP,CARRETERA C-225 KM. 42,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-carretera-c-225-km.-42-en-el-municipio-palamos
girona,castello-dempuries,CASTELLO D'EMPURIES,E.S.MEX,C260 km 38.5,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-e.s.mex-c260-km-38.5-en-el-municipio-castello-dempuries
girona,castello-dempuries,CASTELLO D'EMPURIES,COOPERATIVA AGRÍCOLA DE CASTELLÓ D'EMPÚRIES,"CAMI VELL A FORTIÀ, S/N",L-V: 08:00-13:00 y 15:00-19:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cooperativa-agricola-de-castello-dempuries-cami-vell-a-fortia-sn-en-el-municipio-castello-dempuries
girona,castello-dempuries,CASTELLO D'EMPURIES,AVANZA OIL,"AVENIDA JOAN CARLES, 44",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-avanza-oil-avenida-joan-carles-44-en-el-municipio-castello-dempuries
girona,castello-dempuries,CASTELLO D'EMPURIES,REPSOL,"CALLE ORLINA, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-orlina-sn-en-el-municipio-castello-dempuries
girona,castello-dempuries,CASTELLO D'EMPURIES,ESCLATOIL,"CARRER SANT MAURICI, 21",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-carrer-sant-maurici-21-en-el-municipio-castello-dempuries
girona,castello-dempuries,CASTELLO D'EMPURIES,ESCLATOIL,"CALLE C/ CLOSA DELS FRARES, CANTONADA C/ ALT EMPORDÀ, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-calle-c-closa-dels-frares-cantonada-c-alt-emporda-sn-en-el-municipio-castello-dempuries
girona,bisbal-demporda-la,BISBAL D'EMPORDA(LA),CONDIS,"POLIGONO DE LA AIGUETA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-condis-poligono-de-la-aigueta-sn-en-el-municipio-bisbal-demporda-la
girona,bisbal-demporda-la,BISBAL D'EMPORDA(LA),GALP,"CARRETERA C-255 KM. 23,175",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-carretera-c-255-km.-23175-en-el-municipio-bisbal-demporda-la
girona,bisbal-demporda-la,BISBAL D'EMPORDA(LA),Q8,"CALLE L'AIGÜETA PI B2 PARCELA 11, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-q8-calle-laigueta-pi-b2-parcela-11-sn-en-el-municipio-bisbal-demporda-la
girona,ripoll,ALCOY/ALCOI,REPSOL,"PG COTES BAIXES,CALLE C,PARC.1, 0",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-pg-cotes-baixescalle-cparc.1-0-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,PETRONOR,"CALLE OLIVER, 72",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-calle-oliver-72-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,REPSOL,"AVENIDA TIRANT, S/N",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-tirant-sn-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,MASOIL ALCOY,"CALLE ALICANTE, 62",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-masoil-alcoy-calle-alicante-62-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,GALP,"N-340 km 131,000",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-n-340-km-131000-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,REPSOL,"CALLE ALICANTE, 62",L-D: 05:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-calle-alicante-62-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,BALLENOIL,"CALLE ALACANT, 58",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ballenoil-calle-alacant-58-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,PLENERGY,"CALLE ALACANT, 101",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-plenergy-calle-alacant-101-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,GASEXPRESS,"CALLE VALENCIA ESQ C/SANT JOAN BOSCO, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasexpress-calle-valencia-esq-csant-joan-bosco-1-en-el-municipio-ripoll
girona,ripoll,ALCOY/ALCOI,GASOLINERA ALCOY,"Alicante, 1 - P.I. Beniata",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gasolinera-alcoy--alicante-1---p.i.-beniata-en-el-municipio-ripoll
girona,castell-platja-daro,PLATJA D'ARO,SHELL,C/SANTIAGO RUSSINYOL/AV TRAMUNTANA,L-D: 07:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-shell-csantiago-russinyolav-tramuntana-en-el-municipio-castell-platja-daro
girona,castell-platja-daro,CASTELL D'ARO,REPSOL,"AVENIDA CASTELL D'ARO, 122",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-castell-daro-122-en-el-municipio-castell-platja-daro
girona,castell-platja-daro,CASTELL D'ARO,EPSILON PLUS,"AVENIDA PLATJA (DE LA), 34",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-epsilon-plus--avenida-platja-de-la-34-en-el-municipio-castell-platja-daro
girona,castell-platja-daro,CASTELL D'ARO,BP PLATJA D'ARO,"AVENIDA PARIS, 6",L: 07:00-23:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-bp-platja-daro-avenida-paris-6-en-el-municipio-castell-platja-daro
girona,calonge,CALONGE,REPSOL,"AVENIDA DE LA CERDANYA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-avenida-de-la-cerdanya-sn-en-el-municipio-calonge
girona,calonge,CALONGE,GALP,"CARRETERA CTRA. C-253, P.K. 47,5 KM. 47,5",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-galp-carretera-ctra.-c-253-p.k.-475-km.-475-en-el-municipio-calonge
girona,calonge,CALONGE,PETRONOR,CARRETERA GE-667 KM. 1,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petronor-carretera-ge-667-km.-1-en-el-municipio-calonge
girona,calonge,CALONGE,ANEU OIL,"CARRER VAREMA, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-aneu-oil-carrer-varema-1-en-el-municipio-calonge
girona,escala-l,ESCALA (L'),EMPURIES OILS L'ESCALA,"CALLE RONDA DELS OFICIS, 4",L-D: 07:00-21:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-empuries-oils-lescala-calle-ronda-dels-oficis-4-en-el-municipio-escala-l
girona,escala-l,ESCALA (L'),GADCAR,"AVENIDA GIRONA, S/N",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-gadcar-avenida-girona-sn-en-el-municipio-escala-l
girona,escala-l,ESCALA (L'),ESCLATOIL,"CARRER DE LA LLOSA D, 80",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-carrer-de-la-llosa-d-80-en-el-municipio-escala-l
girona,escala-l,ESCALA (L'),REPSOL L'ESCALA,"CALLE CLOSA D'EN LLOP, 2",L: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-lescala-calle-closa-den-llop-2-en-el-municipio-escala-l
girona,cassa-de-la-selva,CASSA DE LA SELVA,PLENERGY,"CARRETERA C-65 KM. 16,12",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-plenergy-carretera-c-65-km.-1612-en-el-municipio-cassa-de-la-selva
girona,cassa-de-la-selva,CASSA DE LA SELVA,ANEUOIL,"CALLE DE LA VIA, 98",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-aneuoil-calle-de-la-via-98-en-el-municipio-cassa-de-la-selva
girona,cassa-de-la-selva,CASSA DE LA SELVA,RABELL,"CARRETERA CR C-250 GERONA-SAN FELIU KM. 11,800",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-rabell-carretera-cr-c-250-gerona-san-feliu-km.-11800-en-el-municipio-cassa-de-la-selva
girona,cassa-de-la-selva,CASSA DE LA SELVA,REPSOL,"CARRETERA C-65 KM. 22,3",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-65-km.-223-en-el-municipio-cassa-de-la-selva
girona,cassa-de-la-selva,CASSA DE LA SELVA,REPSOL,"CARRETERA C-65 KM. 22,3",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-65-km.-223-en-el-municipio-cassa-de-la-selva
girona,llagostera,LLAGOSTERA,ESCLATOIL,"CARRER XALOC, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-esclatoil-carrer-xaloc-1-en-el-municipio-llagostera
girona,llagostera,LLAGOSTERA,REPSOL,"CR C-250, 24,3",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-cr-c-250-243-en-el-municipio-llagostera
girona,llagostera,LLAGOSTERA,REPSOL,"AUTOVIA C-65 KM. 4,8",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-autovia-c-65-km.-48-en-el-municipio-llagostera
girona,llagostera,LLAGOSTERA,REPSOL,CARRETERA C-250 KM. 19,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-250-km.-19-en-el-municipio-llagostera
girona,llagostera,LLAGOSTERA,REPSOL,CARRETERA C-35 KM. 97,L-V: 06:00-22:00; D: 08:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-carretera-c-35-km.-97-en-el-municipio-llagostera
girona,cabanes,"RIBERA DE CABANES, LA",LA RIBERA DE CABANES,CARRETERA NACIONAL 340 KM. 1000,L-D: 07:00-20:30,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-la-ribera-de-cabanes-carretera-nacional-340-km.-1000-en-el-municipio-cabanes
girona,cabanes,CABANES,COOPERATIVA CABANES,"CALLE CLARA CAMPOAMOR, 1",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cooperativa-cabanes-calle-clara-campoamor-1-en-el-municipio-cabanes
girona,cabanes,CABANES,EESS DE CABANES 40 PIES,"AUTOVIA CV10 KM. 37,5",L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-eess-de-cabanes-40-pies--autovia-cv10-km.-375-en-el-municipio-cabanes
girona,cabanes,CABANES,ENI,AUTOPISTA AP-7 (MRG.DCHO) KM. 404,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-eni-autopista-ap-7-mrg.dcho-km.-404-en-el-municipio-cabanes
girona,cabanes,CABANES,ENI,AUTOPISTA AP-7 (MRG.IZDO) KM. 404,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-eni-autopista-ap-7-mrg.izdo-km.-404-en-el-municipio-cabanes
girona,cabanes,CABANES,HAM,AUTOPISTA AP7 KM. 404,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-ham-autopista-ap7-km.-404-en-el-municipio-cabanes
girona,caldes-de-malavella,CALDES DE MALAVELLA,OILAREA,"CALLE SANT SEBASTIÀ, 41",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-oilarea-calle-sant-sebastia-41-en-el-municipio-caldes-de-malavella
girona,caldes-de-malavella,CALDES DE MALAVELLA,ZONA DIESEL,CARRETERA N-II KM. 701,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-zona-diesel-carretera-n-ii-km.-701-en-el-municipio-caldes-de-malavella
girona,caldes-de-malavella,CALDES DE MALAVELLA,PETROSERVICE,CARRETERA C-35 KM. 92,L-D: 06:00-22:00,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-petroservice-carretera-c-35-km.-92-en-el-municipio-caldes-de-malavella
girona,caldes-de-malavella,CALDES DE MALAVELLA,ES MALAVELLA,"CARRETERA C-35 KM. 92,800",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-es-malavella-carretera-c-35-km.-92800-en-el-municipio-caldes-de-malavella
girona,maanet-de-la-selva,MAÇANET DE LA SELVA,REPSOL,"AU AP-7, 86",L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-repsol-au-ap-7-86-en-el-municipio-maanet-de-la-selva
girona,maanet-de-la-selva,MAÇANET DE LA SELVA,CEPSA,AUTOPISTA AP-7 KM. 86,L-D: 24H,-,-,https://www.clickgasoil.com/g/precios-combustible-gasolinera-cepsa-autopista-ap-7-km.-86-en-el-municipio-maanet-de-la-selva
